-1.256637061435917246e+01,2.478165566473448239e-02
-1.231250454134181460e+01,2.149583131328158120e-02
-1.205863846832445851e+01,4.835319369621806501e-03
-1.180477239530710065e+01,-1.552050459820922268e-02
-1.155090632228974457e+01,-2.720547637246802097e-02
-1.129704024927238670e+01,-2.264020457599691741e-02
-1.104317417625503062e+01,-3.897603877545506666e-03
-1.078930810323767275e+01,1.813282343892720985e-02
-1.053544203022031667e+01,3.002615236865057227e-02
-1.028157595720295880e+01,2.395192395283531756e-02
-1.002770988418560272e+01,2.759842377451049780e-03
-9.773843811168244855e+00,-2.124072633051073133e-02
-9.519977738150888769e+00,-3.337015906218125660e-02
-9.266111665133530906e+00,-2.548842766613553315e-02
-9.012245592116173043e+00,-1.358437434021456678e-03
-8.758379519098816957e+00,2.501336712898797124e-02
-8.504513446081460870e+00,3.742458516159523352e-02
-8.250647373064103007e+00,2.733559742835618353e-02
-7.996781300046746033e+00,-4.024925755854218893e-04
-7.742915227029389058e+00,-2.970878544607400903e-02
-7.489049154012032083e+00,-4.247822743717281219e-02
-7.235183080994675109e+00,-2.962771102406234688e-02
-6.981317007977318134e+00,2.674605180417549861e-03
-6.727450934959961160e+00,3.574099973514206080e-02
-6.473584861942603297e+00,4.900136226133953304e-02
-6.219718788925246322e+00,3.258693977935561703e-02
-5.965852715907889348e+00,-5.712817103854347239e-03
-5.711986642890532373e+00,-4.381866583156222156e-02
-5.458120569873175398e+00,-5.781456368369954774e-02
-5.204254496855818424e+00,-3.660908640164355077e-02
-4.950388423838461449e+00,9.981228513192635932e-03
-4.696522350821104475e+00,5.526361619903667755e-02
-4.442656277803747500e+00,7.048904249657815535e-02
-4.188790204786389637e+00,4.247403173203870286e-02
-3.934924131769033551e+00,-1.642305894816824263e-02
-3.681058058751675688e+00,-7.285663569082782842e-02
-3.427191985734319601e+00,-9.045869797857021555e-02
-3.173325912716961739e+00,-5.196023842306087687e-02
-2.919459839699605652e+00,2.729392764255226742e-02
-2.665593766682247789e+00,1.036164378170410238e-01
-2.411727693664891703e+00,1.269415617971330623e-01
-2.157861620647533840e+00,7.019432266372060969e-02
-1.903995547630177754e+00,-4.966163053383294834e-02
-1.650129474612819891e+00,-1.718394743934393565e-01
-1.396263401595463804e+00,-2.159729941752220328e-01
-1.142397328578105942e+00,-1.205316730585311441e-01
-8.885312555607498552e-01,1.229043872406907073e-01
-6.346651825433919925e-01,4.573219122659570868e-01
-3.807991095260341297e-01,7.779700080257638817e-01
-1.269330365086780432e-01,9.737067586290186760e-01
1.269330365086798196e-01,9.737067586290178989e-01
3.807991095260359060e-01,7.779700080257618833e-01
6.346651825433937688e-01,4.573219122659546443e-01
8.885312555607498552e-01,1.229043872406907073e-01
1.142397328578107718e+00,-1.205316730585323792e-01
1.396263401595463804e+00,-2.159729941752220328e-01
1.650129474612821667e+00,-1.718394743934387181e-01
1.903995547630177754e+00,-4.966163053383294834e-02
2.157861620647535617e+00,7.019432266372124807e-02
2.411727693664891703e+00,1.269415617971330623e-01
2.665593766682249566e+00,1.036164378170406353e-01
2.919459839699605652e+00,2.729392764255226742e-02
3.173325912716963515e+00,-5.196023842306131402e-02
3.427191985734319601e+00,-9.045869797857021555e-02
3.681058058751677464e+00,-7.285663569082755087e-02
3.934924131769033551e+00,-1.642305894816824263e-02
4.188790204786393190e+00,4.247403173203943838e-02
4.442656277803749276e+00,7.048904249657819698e-02
4.696522350821105363e+00,5.526361619903659428e-02
4.950388423838461449e+00,9.981228513192635932e-03
5.204254496855821088e+00,-3.660908640164388383e-02
5.458120569873177175e+00,-5.781456368369957549e-02
5.711986642890533261e+00,-4.381866583156208972e-02
5.965852715907889348e+00,-5.712817103854347239e-03
6.219718788925248987e+00,3.258693977935601949e-02
6.473584861942605073e+00,4.900136226133953304e-02
6.727450934959961160e+00,3.574099973514206080e-02
6.981317007977317246e+00,2.674605180417712058e-03
7.235183080994676885e+00,-2.962771102406245444e-02
7.489049154012032972e+00,-4.247822743717281219e-02
7.742915227029389058e+00,-2.970878544607400903e-02
7.996781300046748697e+00,-4.024925755851389126e-04
8.250647373064104784e+00,2.733559742835637088e-02
8.504513446081460870e+00,3.742458516159523352e-02
8.758379519098816957e+00,2.501336712898797124e-02
9.012245592116176596e+00,-1.358437434021832462e-03
9.266111665133532682e+00,-2.548842766613561642e-02
9.519977738150888769e+00,-3.337015906218125660e-02
9.773843811168244855e+00,-2.124072633051073133e-02
1.002770988418560449e+01,2.759842377451162104e-03
1.028157595720296058e+01,2.395192395283545286e-02
1.053544203022031667e+01,3.002615236865057227e-02
1.078930810323767275e+01,1.813282343892720985e-02
1.104317417625503239e+01,-3.897603877545709194e-03
1.129704024927238848e+01,-2.264020457599691741e-02
1.155090632228974457e+01,-2.720547637246802097e-02
1.180477239530710420e+01,-1.552050459820906135e-02
1.205863846832446029e+01,4.835319369621806501e-03
1.231250454134181638e+01,2.149583131328167834e-02
1.256637061435917246e+01,2.478165566473448239e-02
